Vehicle ID,Charger ID,Local Connect Time,Local Disconnect Time,Local Charge Start Time,Local Charge End Time,Average Power,Max Power,Total Energy Delivered,Starting SOC,Ending SOC
EV026,CH007-CH008,,,6/26/2018 10:07,6/26/2018 10:12,260.277,287.44,17.06,57,81
EV026,CH007-CH008,,,6/26/2018 11:03,6/26/2018 11:08,161.262,258.12,32.301,56.5,100
EV026,CH007-CH008,,,6/26/2018 12:02,6/26/2018 12:08,260.537,336.3,8.345,87.5,99
EV026,CH007-CH008,,,6/26/2018 13:02,6/26/2018 13:11,145.239,147.56,13.085,46,62.5
EV026,CH007-CH008,,,6/26/2018 14:05,6/26/2018 14:11,149.125,261.62,18.492,56.5,81.5
EV026,CH007-CH008,,,6/26/2018 15:04,6/26/2018 15:08,220.454,266.48,11.915,56,72.5
EV026,CH007-CH008,,,6/26/2018 16:00,6/26/2018 16:04,161.818,266.86,14.291,62.5,83.5
EV026,CH007-CH008,,,6/26/2018 17:01,6/26/2018 17:06,143.83,268.66,14.151,60,98
EV026,CH007-CH008,,,6/26/2018 18:03,6/26/2018 18:10,317.356,378.24,38.029,49,99.5
EV026,CH007-CH008,,,6/26/2018 18:39,6/26/2018 18:41,276.515,372.4,17.487,76.5,100
EV026,CH007-CH008,,,6/26/2018 22:29,6/26/2018 23:30,292.48,367.88,32.174,57,100
EV026,CH007-CH008,,,6/28/2018 6:04,6/28/2018 6:12,159.791,177.02,13.539,57,75.5
EV026,CH007-CH008,,,6/28/2018 6:58,6/28/2018 7:04,76.38,142.1,0.235,,68
EV026,CH007-CH008,,,6/28/2018 7:55,6/28/2018 8:00,137.177,146.24,11.494,59,75
EV026,CH007-CH008,,,6/28/2018 8:58,6/28/2018 9:03,182.924,241,33.435,50,95
EV026,CH007-CH008,,,6/28/2018 9:58,6/28/2018 10:04,132.602,252.76,26.25,50.5,85.5
EV026,CH007-CH008,,,6/28/2018 10:55,6/28/2018 11:01,212.361,229.2,12.163,51.5,67.5
EV026,CH007-CH008,,,6/28/2018 11:57,6/28/2018 12:04,138.428,242.16,18.567,39.5,82.5
EV026,CH007-CH008,,,6/28/2018 12:57,6/28/2018 13:02,223.515,267.8,45.962,37,98.5
EV026,CH007-CH008,,,6/28/2018 13:57,6/28/2018 14:05,123.205,129.58,21.738,30.5,59.5
EV026,CH007-CH008,,,6/28/2018 15:01,6/28/2018 15:07,168.388,188.18,14.613,,54.5
EV026,CH007-CH008,,,6/28/2018 15:58,6/28/2018 16:04,260.626,361.58,20.881,72.5,100
EV026,CH007-CH008,,,6/28/2018 17:01,6/28/2018 17:09,169.392,256.46,4.128,67.5,100
EV026,CH007-CH008,,,6/28/2018 18:01,6/28/2018 18:07,187.185,269.88,24.308,65,99.5
EV026,CH007-CH008,,,7/9/2018 6:08,7/9/2018 6:17,142.429,263.82,29.629,53.5,92.5
EV026,CH007-CH008,,,7/9/2018 7:01,7/9/2018 7:08,234.967,304.88,19.976,58.5,86
EV026,CH007-CH008,,,7/9/2018 7:57,7/9/2018 8:02,201.508,245.18,25.633,63,100
EV026,CH007-CH008,,,7/9/2018 8:55,7/9/2018 9:00,69.204,117,1.115,98,99.5
EV026,CH007-CH008,,,7/9/2018 10:04,7/9/2018 10:11,212.896,275.24,11.082,58.5,74.5
EV026,CH007-CH008,,,7/9/2018 11:07,7/9/2018 11:09,174.732,262.24,31.801,57,99.5
EV026,CH007-CH008,,,7/9/2018 12:00,7/9/2018 12:08,302.918,350.82,31.749,54.5,95.5
EV026,CH007-CH008,,,7/9/2018 13:01,7/9/2018 13:09,313.785,319.04,21.835,69,99.5
EV026,CH007-CH008,,,7/11/2018 6:10,7/11/2018 6:15,263.986,332.24,42.358,32.5,88.5
EV026,CH007-CH008,,,7/11/2018 7:01,7/11/2018 7:06,330.241,373.06,20.626,71,98
EV026,CH007-CH008,,,7/11/2018 8:00,7/11/2018 8:08,208.971,294.86,15.144,72.5,91.5
EV026,CH007-CH008,,,7/11/2018 9:01,7/11/2018 9:06,114.803,134.54,4.307,93.5,99
EV026,CH007-CH008,,,7/11/2018 10:03,7/11/2018 10:10,179.145,278.78,20.181,60.5,88
EV026,CH007-CH008,,,7/11/2018 11:07,7/11/2018 11:10,282.877,326.9,22.212,62,92.5
EV026,CH007-CH008,,,7/11/2018 11:57,7/11/2018 12:05,69.39,124.14,1.915,97,100
EV026,CH007-CH008,,,7/11/2018 13:03,7/11/2018 13:09,308.153,373.38,10.182,86,100
EV026,CH007-CH008,,,7/11/2018 14:20,7/11/2018 14:27,206.667,284.46,19.127,62.5,89
EV026,CH007-CH008,,,7/11/2018 15:19,7/11/2018 15:25,190.555,379.1,10.604,85.5,99
EV026,CH007-CH008,,,7/11/2018 16:18,7/11/2018 16:24,228.191,310.76,28.008,61,99.5
EV026,CH007-CH008,,,7/11/2018 17:42,7/11/2018 17:51,258.323,360.9,5.688,74,81
EV026,CH007-CH008,,,7/11/2018 18:45,7/11/2018 18:52,243.263,311.82,29.212,60,100
EV026,CH007-CH008,,,7/13/2018 6:09,7/13/2018 6:16,291.385,356.02,13.261,48.5,99.5
EV026,CH007-CH008,,,7/13/2018 6:55,7/13/2018 7:00,288.933,364.36,18.849,74.5,98.5
EV026,CH007-CH008,,,7/13/2018 7:55,7/13/2018 8:00,235.47,302.82,18.927,47.5,100
EV026,CH007-CH008,,,7/13/2018 8:57,7/13/2018 9:02,200.136,266.3,24.756,47.5,80.5
EV026,CH007-CH008,,,7/13/2018 9:58,7/13/2018 10:03,200.851,282.58,20.713,72.5,99.5
EV026,CH007-CH008,,,7/13/2018 10:55,7/13/2018 11:02,306.096,365.56,6.415,79.5,87.5
EV026,CH007-CH008,,,7/13/2018 11:56,7/13/2018 12:01,223.322,287.1,32.143,56.5,100
EV026,CH007-CH008,,,7/13/2018 12:52,7/13/2018 12:57,175.922,294.14,14.821,55,98.5
EV026,CH007-CH008,,,7/13/2018 14:01,7/13/2018 14:05,186.286,313.88,25.813,59.5,93
EV026,CH007-CH008,,,7/13/2018 15:01,7/13/2018 15:07,223.096,357.6,3.846,55,60.5
EV026,CH007-CH008,,,7/13/2018 15:59,7/13/2018 16:05,269.642,367.5,18.854,74.5,99
EV026,CH007-CH008,,,7/13/2018 16:56,7/13/2018 17:02,197.344,309.76,23.934,55.5,86.5
EV026,CH007-CH008,,,7/13/2018 18:10,7/13/2018 18:14,323.959,368.18,21.002,57.5,86
EV026,CH007-CH008,,,7/13/2018 18:40,7/13/2018 18:44,195.563,304.3,20.371,58.5,86
EV026,CH007-CH008,,,7/17/2018 6:09,7/17/2018 6:16,324.382,365.2,23.867,59,91
EV026,CH007-CH008,,,7/17/2018 6:57,7/17/2018 7:01,233.638,336.34,23.448,66,99.5
EV026,CH007-CH008,,,7/17/2018 8:00,7/17/2018 8:05,275.935,341.32,18.686,67.5,94.5
EV026,CH007-CH008,,,7/17/2018 9:00,7/17/2018 9:05,275.096,355.38,20.279,73,100
EV026,CH007-CH008,,,7/17/2018 9:57,7/17/2018 10:02,117.997,319.44,26.918,62.5,100
EV026,CH007-CH008,,,7/17/2018 11:01,7/17/2018 11:08,134.819,195.54,2.353,96.5,100
EV026,CH007-CH008,,,7/17/2018 12:04,7/17/2018 12:09,227.092,372.9,16.12,78.5,99
EV026,CH007-CH008,,,7/17/2018 12:58,7/17/2018 13:03,274.269,311.22,20.508,67.5,95
EV026,CH007-CH008,,,7/17/2018 13:59,7/17/2018 14:05,219.543,327.7,11.194,27,42.5
EV026,CH007-CH008,,,7/17/2018 15:00,7/17/2018 15:06,341.485,369.92,31.355,58,100
EV026,CH007-CH008,,,7/17/2018 16:00,7/17/2018 16:06,289.68,357.24,11.251,57,100
EV026,CH007-CH008,,,7/17/2018 17:02,7/17/2018 17:09,207.17,362.98,4.801,78.5,84.5
EV026,CH007-CH008,,,7/17/2018 18:04,7/17/2018 18:10,179.993,313.38,9.412,56,100
EV026,CH007-CH008,,,7/17/2018 18:39,7/17/2018 18:44,280.717,330.6,17.097,77,100
EV026,CH007-CH008,,,7/18/2018 16:16,7/18/2018 16:21,269.133,318.74,19.31,74.5,100
EV026,CH007-CH008,,,7/18/2018 17:08,7/18/2018 17:14,292.022,362.98,21.581,71.5,100
EV026,CH007-CH008,,,7/18/2018 18:06,7/18/2018 18:12,276.341,328.82,17.961,76,100
EV026,CH007-CH008,,,7/19/2018 6:08,7/19/2018 6:15,79.584,93.42,0.842,98,99
EV026,CH007-CH008,,,7/19/2018 6:58,7/19/2018 7:02,208.412,330.9,3.594,61,66
EV026,CH007-CH008,,,7/19/2018 7:53,7/19/2018 8:01,36.355,314.76,34.599,53,100
EV026,CH007-CH008,,,7/19/2018 8:54,7/19/2018 8:59,,,17.928,76,99.5
EV026,CH007-CH008,,,7/19/2018 9:59,7/19/2018 10:06,,,25.449,63.5,99
EV026,CH007-CH008,,,7/19/2018 10:59,7/19/2018 11:04,,,18.861,75,99.5
EV026,CH007-CH008,,,7/19/2018 12:05,7/19/2018 12:09,,,27.627,61.5,99
EV026,CH007-CH008,,,7/19/2018 12:58,7/19/2018 13:06,,,23.961,59.5,90.5
EV026,CH007-CH008,,,7/19/2018 14:13,7/19/2018 14:19,,,21.474,71.5,99.5
EV026,CH007-CH008,,,7/19/2018 15:09,7/19/2018 15:15,,,29.82,59,98.5
EV026,CH007-CH008,,,7/19/2018 16:11,7/19/2018 16:18,,,20.138,73.5,98.5
EV026,CH007-CH008,,,7/19/2018 17:14,7/19/2018 17:20,,,29.539,59.5,99
EV026,CH007-CH008,,,7/19/2018 18:18,7/19/2018 18:25,,,33.804,55.5,100
EV026,CH007-CH008,,,7/20/2018 6:07,7/20/2018 6:13,,,33.657,53.5,96
EV026,CH007-CH008,,,7/20/2018 6:51,7/20/2018 6:59,,,42.918,41.5,99
EV026,CH007-CH008,,,7/20/2018 7:54,7/20/2018 7:57,,,47.952,17.5,82.5
EV026,CH007-CH008,,,7/20/2018 8:53,7/20/2018 8:58,,,35.149,52.5,99
EV026,CH007-CH008,,,7/20/2018 9:59,7/20/2018 10:06,,,34.01,55,99
EV026,CH007-CH008,,,7/20/2018 10:54,7/20/2018 10:59,,,10.943,67,83.5
EV026,CH007-CH008,,,7/20/2018 12:02,7/20/2018 12:06,,,32.949,56.5,99
EV026,CH007-CH008,,,7/20/2018 12:58,7/20/2018 13:06,,,14.206,72.5,87
EV026,CH007-CH008,,,7/20/2018 13:57,7/20/2018 14:03,,,25.461,63.5,100
EV026,CH007-CH008,,,7/20/2018 15:00,7/20/2018 15:08,,,16.856,73,92.5
EV026,CH007-CH008,,,7/20/2018 16:04,7/20/2018 16:10,,,19.18,74.5,99.5
EV026,CH007-CH008,,,7/20/2018 17:03,7/20/2018 17:09,,,17.842,76,99.5
EV026,CH007-CH008,,,7/20/2018 18:08,7/20/2018 18:14,,,22.887,67,99
EV026,CH007-CH008,,,7/23/2018 6:11,7/23/2018 6:18,,,24.628,65,98.5
EV026,CH007-CH008,,,7/23/2018 6:59,7/23/2018 7:07,,,47.21,34.5,96
EV026,CH007-CH008,,,7/23/2018 7:59,7/23/2018 8:04,,,18.326,44,67
EV026,CH007-CH008,,,7/23/2018 9:00,7/23/2018 9:05,,,35.79,37.5,84
EV026,CH007-CH008,,,7/23/2018 10:02,7/23/2018 10:08,,,33.113,32.5,73
EV026,CH007-CH008,,,7/23/2018 11:05,7/23/2018 11:11,,,0.516,,85
EV026,CH007-CH008,,,7/23/2018 12:01,7/23/2018 12:07,,,17.109,77,99
EV026,CH007-CH008,,,7/23/2018 13:00,7/23/2018 13:05,,,27.651,61,99
EV026,CH007-CH008,,,7/23/2018 14:01,7/23/2018 14:06,,,21.833,63,96
EV026,CH007-CH008,,,7/23/2018 14:57,7/23/2018 15:04,,,32.527,56,98
EV026,CH007-CH008,,,7/23/2018 16:08,7/23/2018 16:13,,,29.473,55.5,92.5
EV026,CH007-CH008,,,7/23/2018 17:04,7/23/2018 17:10,,,25.669,57.5,96
EV026,CH007-CH008,,,7/23/2018 18:06,7/23/2018 18:12,,,23.515,66,99.5
EV026,CH007-CH008,,,7/24/2018 6:10,7/24/2018 6:17,,,27.62,61.5,99
EV026,CH007-CH008,,,7/24/2018 6:59,7/24/2018 7:06,,,26.885,62.5,99
EV026,CH007-CH008,,,7/24/2018 7:57,7/24/2018 8:01,,,19.688,74,100
EV026,CH007-CH008,,,7/24/2018 8:57,7/24/2018 9:02,,,28.842,60,99
EV026,CH007-CH008,,,7/24/2018 10:00,7/24/2018 10:05,,,10.203,86,100
EV026,CH007-CH008,,,7/24/2018 11:02,7/24/2018 11:07,,,32.96,56,98.5
EV026,CH007-CH008,,,7/24/2018 12:07,7/24/2018 12:13,,,23.237,60,95
EV026,CH007-CH008,,,7/24/2018 13:03,7/24/2018 13:07,,,32.53,56.5,99
EV026,CH007-CH008,,,7/24/2018 14:04,7/24/2018 14:09,,,33.705,55,99
EV026,CH007-CH008,,,7/24/2018 15:03,7/24/2018 15:09,,,26.397,57,96.5
EV026,CH007-CH008,,,7/24/2018 15:59,7/24/2018 16:04,,,33.149,56,99
EV026,CH007-CH008,,,7/24/2018 16:57,7/24/2018 17:03,,,23.986,65.5,99.5
EV026,CH007-CH008,,,7/24/2018 18:09,7/24/2018 18:16,,,30.543,58,99
EV026,CH007-CH008,,,7/25/2018 6:09,7/25/2018 6:17,,,20.765,72.5,99
EV026,CH007-CH008,,,7/25/2018 6:58,7/25/2018 7:04,,,18.017,76,99.5
EV026,CH007-CH008,,,7/25/2018 7:56,7/25/2018 8:02,,,25.761,63.5,98.5
EV026,CH007-CH008,,,7/25/2018 8:59,7/25/2018 9:06,,,9.801,86,99.5
EV026,CH007-CH008,,,7/25/2018 9:57,7/25/2018 10:02,,,21.35,71,99
EV026,CH007-CH008,,,7/25/2018 10:56,7/25/2018 11:02,,,29.697,59,100
EV026,CH007-CH008,,,7/25/2018 12:01,7/25/2018 12:06,,,26.907,60.5,94.5
EV026,CH007-CH008,,,7/25/2018 12:55,7/25/2018 13:02,,,32.603,56.5,99
EV026,CH007-CH008,,,7/25/2018 13:58,7/25/2018 14:04,,,29.537,59,99
EV026,CH007-CH008,,,7/25/2018 14:54,7/25/2018 15:01,,,32.075,57,99
EV026,CH007-CH008,,,7/25/2018 15:59,7/25/2018 16:07,,,25.471,64,99.5
EV026,CH007-CH008,,,7/25/2018 17:01,7/25/2018 17:08,,,26.681,62.5,99
EV026,CH007-CH008,,,7/25/2018 18:02,7/25/2018 18:10,,,21.319,72,99.5
EV026,CH007-CH008,,,7/27/2018 6:07,7/27/2018 6:13,,,21.083,72,99
EV026,CH007-CH008,,,7/27/2018 6:53,7/27/2018 6:59,,,22.374,67.5,99
EV026,CH007-CH008,,,7/27/2018 7:59,7/27/2018 8:04,,,16.789,77.5,99
EV026,CH007-CH008,,,7/27/2018 8:59,7/27/2018 9:04,,,31.255,58,99
EV026,CH007-CH008,,,7/27/2018 9:59,7/27/2018 10:04,,,21.12,72,99
EV026,CH007-CH008,,,7/27/2018 11:01,7/27/2018 11:05,,,20.668,72.5,99
EV026,CH007-CH008,,,7/27/2018 11:58,7/27/2018 12:07,,,20.502,72.5,99
EV026,CH007-CH008,,,7/27/2018 12:53,7/27/2018 12:58,,,24.136,65.5,99.5
EV026,CH007-CH008,,,7/27/2018 14:05,7/27/2018 14:11,,,20.79,72.5,99.5
EV026,CH007-CH008,,,7/27/2018 14:54,7/27/2018 15:01,,,21.869,71.5,100
EV026,CH007-CH008,,,7/27/2018 15:59,7/27/2018 16:06,,,20.128,73.5,99.5
EV026,CH007-CH008,,,7/27/2018 16:58,7/27/2018 17:05,,,25.925,63.5,100
EV026,CH007-CH008,,,7/27/2018 17:56,7/27/2018 18:02,,,15.737,74,99
EV026,CH007-CH008,,,7/30/2018 18:58,7/30/2018 19:35,,,16.786,77.5,99.5
EV026,CH007-CH008,,,8/1/2018 6:06,8/1/2018 6:15,,,19.246,74.5,100
EV026,CH007-CH008,,,8/1/2018 6:54,8/1/2018 6:59,,,17.403,77,99.5
EV026,CH007-CH008,,,8/1/2018 7:56,8/1/2018 8:01,,,15.606,79,99.5
EV026,CH007-CH008,,,8/1/2018 8:55,8/1/2018 9:00,,,31.372,57,99.5
EV026,CH007-CH008,,,8/1/2018 9:54,8/1/2018 9:59,,,21.418,71.5,99
EV026,CH007-CH008,,,8/1/2018 10:57,8/1/2018 11:00,,,28.141,60.5,98.5
EV026,CH007-CH008,,,8/1/2018 11:53,8/1/2018 12:01,,,22.729,67.5,99
EV026,CH007-CH008,,,8/1/2018 12:59,8/1/2018 13:06,,,24.459,65,99
EV026,CH007-CH008,,,8/1/2018 13:55,8/1/2018 14:00,,,40.292,45.5,99
EV026,CH007-CH008,,,8/1/2018 14:54,8/1/2018 15:03,,,19.491,74,99.5
EV026,CH007-CH008,,,8/1/2018 16:05,8/1/2018 16:12,,,17.664,76.5,99.5
EV026,CH007-CH008,,,8/1/2018 17:00,8/1/2018 17:07,,,17.855,76.5,99
EV026,CH007-CH008,,,8/1/2018 18:03,8/1/2018 18:09,,,32.981,56,100
EV026,CH007-CH008,,,8/2/2018 6:08,8/2/2018 6:14,,,18.503,76.5,99.5
EV026,CH007-CH008,,,8/2/2018 6:57,8/2/2018 7:01,,,46.188,35,99.5
EV026,CH007-CH008,,,8/2/2018 7:56,8/2/2018 8:02,,,27.775,61,100
EV026,CH007-CH008,,,8/2/2018 8:54,8/2/2018 8:58,,,20.805,72.5,99.5
EV026,CH007-CH008,,,8/2/2018 10:10,8/2/2018 10:12,,,26.927,62,99.5
EV026,CH007-CH008,,,8/2/2018 10:56,8/2/2018 11:04,,,21.886,68,99
EV026,CH007-CH008,,,8/2/2018 11:56,8/2/2018 12:03,,,22.855,67,100
EV026,CH007-CH008,,,8/2/2018 12:59,8/2/2018 13:04,,,19.64,74,99.5
EV026,CH007-CH008,,,8/2/2018 14:00,8/2/2018 14:06,,,24.466,65,99
EV026,CH007-CH008,,,8/2/2018 15:00,8/2/2018 15:07,,,21.332,72,99
EV026,CH007-CH008,,,8/2/2018 16:14,8/2/2018 16:19,,,22.424,67,99
EV026,CH007-CH008,,,8/2/2018 17:05,8/2/2018 17:11,,,18.102,76,99.5
EV026,CH007-CH008,,,8/2/2018 18:00,8/2/2018 18:07,,,19.333,74.5,99.5
EV026,CH007-CH008,,,8/7/2018 6:02,8/7/2018 6:09,,,33.072,56,100
EV026,CH007-CH008,,,8/7/2018 6:55,8/7/2018 7:00,,,35.908,51.5,99
EV026,CH007-CH008,,,8/7/2018 8:00,8/7/2018 8:05,,,24.662,37.5,67
EV026,CH007-CH008,,,8/7/2018 9:02,8/7/2018 9:06,,,27.365,37,74.5
EV026,CH007-CH008,,,8/7/2018 10:00,8/7/2018 10:05,,,25.082,38,72.5
EV026,CH007-CH008,,,8/7/2018 10:52,8/7/2018 10:58,,,24.488,65,99.5
EV026,CH007-CH008,,,8/7/2018 11:56,8/7/2018 12:00,,,21.394,71.5,99.5
EV026,CH007-CH008,,,8/7/2018 12:57,8/7/2018 13:04,,,18.85,75,99.5
EV026,CH007-CH008,,,8/7/2018 13:56,8/7/2018 13:59,,,16.713,77.5,99
EV026,CH007-CH008,,,8/7/2018 14:54,8/7/2018 15:03,,,17.652,76,98.5
EV026,CH007-CH008,,,8/7/2018 15:52,8/7/2018 15:57,,,16.995,77.5,99.5
EV026,CH007-CH008,,,8/7/2018 17:07,8/7/2018 17:11,,,20.859,72.5,99.5
EV026,CH007-CH008,,,8/7/2018 18:00,8/7/2018 18:08,,,36.36,51,100
EV026,CH007-CH008,,,8/9/2018 6:07,8/9/2018 6:10,,,32.414,56.5,99
EV026,CH007-CH008,,,8/9/2018 6:53,8/9/2018 7:01,,,24.223,65,99
EV026,CH007-CH008,,,8/9/2018 7:55,8/9/2018 8:00,,,22.096,68,99.5
EV026,CH007-CH008,,,8/9/2018 8:53,8/9/2018 8:59,,,24.644,65,99.5
EV026,CH007-CH008,,,8/9/2018 9:56,8/9/2018 10:03,,,24.962,64.5,99.5
EV026,CH007-CH008,,,8/9/2018 10:51,8/9/2018 10:56,,,25.827,63.5,98
EV026,CH007-CH008,,,8/9/2018 12:01,8/9/2018 12:04,,,23.636,66,99
EV026,CH007-CH008,,,8/9/2018 12:58,8/9/2018 13:02,,,20.354,73,100
EV026,CH007-CH008,,,8/9/2018 13:52,8/9/2018 14:01,,,17.59,76.5,99
EV026,CH007-CH008,,,8/9/2018 14:56,8/9/2018 15:03,,,18.019,76,99
EV026,CH007-CH008,,,8/9/2018 15:58,8/9/2018 16:05,,,17.502,76.5,100
EV026,CH007-CH008,,,8/9/2018 15:58,8/9/2018 16:05,,,18.534,75.5,99
EV026,CH007-CH008,,,8/9/2018 17:02,8/9/2018 17:10,,,18.089,76,100
EV026,CH007-CH008,,,8/9/2018 18:03,8/9/2018 18:09,,,19.637,74,99.5
EV026,CH007-CH008,,,8/10/2018 6:06,8/10/2018 6:12,,,34.202,54,99
EV026,CH007-CH008,,,8/10/2018 6:56,8/10/2018 7:03,,,32.908,56,99.5
EV026,CH007-CH008,,,8/10/2018 7:56,8/10/2018 7:59,,,33.693,55.5,99
EV026,CH007-CH008,,,8/10/2018 8:55,8/10/2018 9:00,,,34.622,54,99
EV026,CH007-CH008,,,8/10/2018 9:57,8/10/2018 10:04,,,27.771,55,87
EV026,CH007-CH008,,,8/10/2018 10:54,8/10/2018 10:59,,,44.074,42,99
EV026,CH007-CH008,,,8/10/2018 11:58,8/10/2018 12:03,,,29.514,47,83
EV026,CH007-CH008,,,8/10/2018 13:03,8/10/2018 13:12,,,28.576,54.5,88.5
EV026,CH007-CH008,,,8/10/2018 14:04,8/10/2018 14:09,,,21.396,71,98
EV026,CH007-CH008,,,8/10/2018 15:02,8/10/2018 15:10,,,32.81,56.5,99.5
EV026,CH007-CH008,,,8/10/2018 16:04,8/10/2018 16:09,,,33.986,55,99
EV026,CH007-CH008,,,8/10/2018 17:11,8/10/2018 17:19,,,24.214,65.5,99.5
EV026,CH007-CH008,,,8/10/2018 18:14,8/10/2018 18:20,,,32.897,56.5,99.5
EV026,CH007-CH008,,,8/10/2018 18:48,8/10/2018 18:52,,,16.443,78,99.5
